GAge	GCity	GCity_X	GCity_Y	GSex	GState	ID_LM	PersonNights	QCulture	QFood	QRoom	QSatisfaction	QService	SaturdayNights	Season	VFrom	VNights	VPersons	VPriceDeduction	VPriceFood	VPriceRoom	VPriceTotal	VTypeOfVisit	WSky	WTemperature	XEUR
24	Liberec	15.0663036	50.7709239	male	CR	159	4	54	81	93	high	100	0	0	2012-03-11 00:00:00	1	4	200	0	4840	4640	private	sunny	6.3	24.72
37	Praha	14.4212806	50.0874967	female	CR	160	1	55	28	23	low	13	0	0	2012-03-12 00:00:00	1	1	0	0	1210	1210	business	rain/snow	7.6	24.56
38	Pardubice	15.780415	50.0409775	female	CR	161	4	63	60	34	average	53	0	0	2012-03-12 00:00:00	1	4	0	0	4840	4840	business	rain/snow	7.6	24.56
79	Wien	16.3736767	48.2115631	female	Austria	162	2	58	41	52	average	53	0	0	2012-03-14 00:00:00	2	1	0	0	2420	2420	private	cloudy	12.7	24.61
33	Wien	16.3736767	48.2115631	male	Austria	163	4	52	68	59	average	59	0	0	2012-03-14 00:00:00	2	2	0	0	4840	4840	private	cloudy	12.7	24.61
65	Wien	16.3736767	48.2115631	male	Austria	164	2	46	51	49	average	43	0	0	2012-03-14 00:00:00	2	1	0	0	2420	2420	private	cloudy	12.7	24.61
38	Zlín	17.6700633	49.2280669	female	CR	165	2	34	60	44	average	60	0	0	2012-03-14 00:00:00	2	1	0	0	2420	2420	private	cloudy	12.7	24.61
63	Wien	16.3736767	48.2115631	male	Austria	166	2	62	65	35	average	56	0	0	2012-03-14 00:00:00	2	1	0	0	2420	2420	private	cloudy	12.7	24.61
35	Wien	16.3736767	48.2115631	female	Austria	167	4	63	49	26	average	48	0	0	2012-03-14 00:00:00	2	2	0	0	4840	4840	private	cloudy	12.7	24.61
78	Pilsen	13.3771556	49.7490406	female	CR	168	4	49	67	42	average	54	0	0	2012-03-15 00:00:00	1	4	0	0	4840	4840	business	cloudy	13.6	24.56
39	Zlín	17.6700633	49.2280669	male	CR	169	4	60	54	25	average	43	0	0	2012-03-15 00:00:00	1	4	0	0	4840	4840	business	cloudy	13.6	24.56
40	Pilsen	13.3771556	49.7490406	male	CR	170	4	47	60	33	average	42	0	0	2012-03-15 00:00:00	1	4	0	0	4840	4840	business	cloudy	13.6	24.56
30	Pilsen	13.3771556	49.7490406	female	CR	171	4	64	55	57	average	54	0	0	2012-03-15 00:00:00	1	4	0	0	4840	4840	business	cloudy	13.6	24.56
56	Pilsen	13.3771556	49.7490406	male	CR	172	4	48	49	27	average	70	0	0	2012-03-15 00:00:00	1	4	0	0	4840	4840	business	cloudy	13.6	24.56
76	Olomouc	17.2498364	49.5961789	female	CR	173	32	57	68	28	average	58	-1	0	2012-03-15 00:00:00	16	2	200	0	38720	38520	private	cloudy	13.6	24.56
71	Pilsen	13.3771556	49.7490406	female	CR	174	4	45	57	27	average	42	0	0	2012-03-15 00:00:00	1	4	0	0	4840	4840	business	cloudy	13.6	24.56
19	Pilsen	13.3771556	49.7490406	female	CR	175	1	36	41	49	average	55	0	0	2012-03-15 00:00:00	1	1	0	0	1210	1210	business	cloudy	13.6	24.56
21	Ostrava	18.2825511	49.8341497	female	CR	176	28	55	83	89	high	88	-1	0	2012-03-16 00:00:00	7	4	200	0	33880	33680	private	cloudy	19.9	24.51
42	Karlovy Vary	12.8690381	50.2311075	female	CR	177	7	50	50	35	average	45	-1	0	2012-03-16 00:00:00	7	1	200	0	8470	8270	private	cloudy	19.9	24.51
54	Ostrava	18.2825511	49.8341497	male	CR	178	28	25	96	83	high	74	-1	0	2012-03-16 00:00:00	7	4	200	0	33880	33680	private	cloudy	19.9	24.51
71	Ostrava	18.2825511	49.8341497	female	CR	179	14	25	90	81	high	89	-1	0	2012-03-16 00:00:00	7	2	200	0	16940	16740	private	cloudy	19.9	24.51
41	Berlin	13.3908886	52.5176189	male	Germany	180	7	51	59	58	average	43	-1	0	2012-03-16 00:00:00	7	1	200	0	8470	8270	private	cloudy	19.9	24.51
50	Berlin	13.3908886	52.5176189	female	Germany	181	7	48	52	50	average	69	-1	0	2012-03-16 00:00:00	7	1	200	0	8470	8270	private	cloudy	19.9	24.51
80	Ostrava	18.2825511	49.8341497	male	CR	182	28	57	93	99	high	61	-1	0	2012-03-16 00:00:00	7	4	200	0	33880	33680	private	cloudy	19.9	24.51
18	Berlin	13.3908886	52.5176189	male	Germany	183	14	47	50	49	average	45	-1	0	2012-03-16 00:00:00	7	2	200	0	16940	16740	private	cloudy	19.9	24.51
42	Berlin	13.3908886	52.5176189	male	Germany	184	7	35	59	43	average	53	-1	0	2012-03-16 00:00:00	7	1	200	0	8470	8270	private	cloudy	19.9	24.51
56	Berlin	13.3908886	52.5176189	male	Germany	185	7	48	66	59	average	43	-1	0	2012-03-16 00:00:00	7	1	200	0	8470	8270	private	cloudy	19.9	24.51
28	Ostrava	18.2825511	49.8341497	female	CR	186	28	22	85	85	high	90	-1	0	2012-03-16 00:00:00	7	4	200	0	33880	33680	private	cloudy	19.9	24.51
21	München	11.5836375	48.1364669	female	Germany	187	28	61	41	35	average	57	-1	0	2012-03-16 00:00:00	7	4	200	0	33880	33680	private	cloudy	19.9	24.51
33	Berlin	13.3908886	52.5176189	male	Germany	188	21	52	41	33	average	69	-1	0	2012-03-16 00:00:00	7	3	200	0	25410	25210	private	cloudy	19.9	24.51
66	Ostrava	18.2825511	49.8341497	male	CR	189	14	55	92	95	high	74	-1	0	2012-03-16 00:00:00	7	2	200	0	16940	16740	private	cloudy	19.9	24.51
63	Zlín	17.6700633	49.2280669	female	CR	190	14	28	94	93	high	90	-1	0	2012-03-17 00:00:00	7	2	600	0	16940	16340	private	sunny	20.1	24.51
33	Wien	16.3736767	48.2115631	female	Austria	191	1	69	36	31	low	38	0	0	2012-03-18 00:00:00	1	1	200	0	1210	1010	private	sunny	20.3	24.51
20	Liberec	15.0663036	50.7709239	female	CR	192	4	50	97	83	high	73	0	0	2012-03-18 00:00:00	1	4	200	0	4840	4640	private	sunny	20.3	24.51
22	Liberec	15.0663036	50.7709239	male	CR	193	4	52	95	95	high	85	0	0	2012-03-18 00:00:00	1	4	200	0	4840	4640	private	sunny	20.3	24.51
71	Liberec	15.0663036	50.7709239	male	CR	194	4	51	89	97	high	62	0	0	2012-03-18 00:00:00	1	4	200	0	4840	4640	private	sunny	20.3	24.51
77	Liberec	15.0663036	50.7709239	male	CR	195	4	52	82	91	high	90	0	0	2012-03-18 00:00:00	1	4	200	0	4840	4640	private	sunny	20.3	24.51
62	Nitra	18.0902903	48.3139558	male	Slovakia	196	1	72	24	23	low	39	0	0	2012-03-18 00:00:00	1	1	200	0	1210	1010	private	sunny	20.3	24.51
44	Karlovy Vary	12.8690381	50.2311075	female	CR	197	1	2	40	13	low	14	0	0	2012-03-18 00:00:00	1	1	200	0	1210	1010	private	sunny	20.3	24.51
51	Budweis	14.4757883	48.9763169	male	CR	198	1	70	37	5	low	40	0	0	2012-03-18 00:00:00	1	1	200	0	1210	1010	private	sunny	20.3	24.51
20	Liberec	15.0663036	50.7709239	male	CR	199	4	51	94	86	high	91	0	0	2012-03-18 00:00:00	1	4	200	0	4840	4640	private	sunny	20.3	24.51
39	Liberec	15.0663036	50.7709239	female	CR	200	4	53	89	90	high	91	0	0	2012-03-18 00:00:00	1	4	200	0	4840	4640	private	sunny	20.3	24.51
65	Ústí nad Labem	14.0390819	50.6700692	female	CR	201	4	27	92	89	high	75	0	0	2012-03-18 00:00:00	1	4	200	0	4840	4640	private	sunny	20.3	24.51
28	Praha	14.4212806	50.0874967	male	CR	202	3	49	53	60	average	48	0	0	2012-03-19 00:00:00	1	3	0	0	3630	3630	business	rain/snow	20.4	24.53
65	Praha	14.4212806	50.0874967	female	CR	203	1	35	67	34	average	70	0	0	2012-03-19 00:00:00	1	1	0	0	1210	1210	business	rain/snow	20.4	24.53
31	München	11.5836375	48.1364669	female	Germany	204	1	70	29	8	low	32	0	0	2012-03-19 00:00:00	1	1	0	0	1210	1210	business	rain/snow	20.4	24.53
71	Jihlava	15.5909008	49.3963828	male	CR	205	1	40	34	37	low	32	0	0	2012-03-19 00:00:00	1	1	0	0	1210	1210	business	rain/snow	20.4	24.53
49	Dresden	13.7397044	51.0497456	male	Germany	206	1	62	60	36	average	47	0	0	2012-03-19 00:00:00	1	1	0	0	1210	1210	business	rain/snow	20.4	24.53
30	Jihlava	15.5909008	49.3963828	female	CR	207	1	53	32	37	low	13	0	0	2012-03-19 00:00:00	1	1	0	0	1210	1210	business	rain/snow	20.4	24.53
82	Jihlava	15.5909008	49.3963828	female	CR	208	1	72	25	7	low	28	0	0	2012-03-19 00:00:00	1	1	0	0	1210	1210	business	rain/snow	20.4	24.53
21	Praha	14.4212806	50.0874967	male	CR	209	3	50	54	44	average	42	0	0	2012-03-19 00:00:00	1	3	0	0	3630	3630	business	rain/snow	20.4	24.53
19	Jihlava	15.5909008	49.3963828	male	CR	210	1	72	21	22	low	27	0	0	2012-03-19 00:00:00	1	1	0	0	1210	1210	business	rain/snow	20.4	24.53
47	Jihlava	15.5909008	49.3963828	female	CR	211	1	46	38	13	low	32	0	0	2012-03-19 00:00:00	1	1	0	0	1210	1210	business	rain/snow	20.4	24.53
68	Praha	14.4212806	50.0874967	female	CR	212	3	57	65	33	average	70	0	0	2012-03-19 00:00:00	1	3	0	0	3630	3630	business	rain/snow	20.4	24.53
75	Praha	14.4212806	50.0874967	female	CR	213	3	58	56	58	average	43	0	0	2012-03-19 00:00:00	1	3	0	0	3630	3630	business	rain/snow	20.4	24.53
62	München	11.5836375	48.1364669	male	Germany	214	1	38	23	39	low	13	0	0	2012-03-19 00:00:00	1	1	0	0	1210	1210	business	rain/snow	20.4	24.53
59	Wien	16.3736767	48.2115631	male	Austria	215	2	47	66	25	average	45	0	0	2012-03-21 00:00:00	2	1	0	0	2420	2420	private	rain/snow	14.7	24.63
18	Pilsen	13.3771556	49.7490406	female	CR	216	4	33	43	26	average	46	0	0	2012-03-22 00:00:00	1	4	0	0	4840	4840	business	rain/snow	15.7	24.74
46	Pilsen	13.3771556	49.7490406	male	CR	217	4	33	56	58	average	54	0	0	2012-03-22 00:00:00	1	4	0	0	4840	4840	business	rain/snow	15.7	24.74
25	Pilsen	13.3771556	49.7490406	female	CR	218	4	59	51	25	average	70	0	0	2012-03-22 00:00:00	1	4	0	0	4840	4840	business	rain/snow	15.7	24.74
35	Budweis	14.4757883	48.9763169	female	CR	219	2	51	95	96	high	92	0	0	2012-03-23 00:00:00	1	2	0	0	2420	2420	private	sunny	12.0	24.73
62	Budweis	14.4757883	48.9763169	male	CR	220	1	25	88	88	high	63	0	0	2012-03-23 00:00:00	1	1	0	0	1210	1210	private	sunny	12.0	24.73
29	Berlin	13.3908886	52.5176189	female	Germany	221	7	34	44	50	average	59	-1	0	2012-03-23 00:00:00	7	1	200	0	8470	8270	private	sunny	12.0	24.73
27	Jihlava	15.5909008	49.3963828	female	CR	222	2	57	92	95	high	100	0	0	2012-03-23 00:00:00	1	2	0	0	2420	2420	private	sunny	12.0	24.73
19	Linz	14.2862742	48.3066489	male	Austria	223	4	27	91	82	high	90	-1	0	2012-03-23 00:00:00	2	2	200	0	4840	4640	private	sunny	12.0	24.73
82	Budweis	14.4757883	48.9763169	female	CR	224	1	50	85	94	high	100	0	0	2012-03-23 00:00:00	1	1	0	0	1210	1210	private	sunny	12.0	24.73
71	Budweis	14.4757883	48.9763169	male	CR	225	2	53	83	83	high	64	0	0	2012-03-23 00:00:00	1	2	0	0	2420	2420	private	sunny	12.0	24.73
20	Budweis	14.4757883	48.9763169	male	CR	226	2	23	100	86	high	64	0	0	2012-03-23 00:00:00	1	2	0	0	2420	2420	private	sunny	12.0	24.73
28	Berlin	13.3908886	52.5176189	female	Germany	227	14	57	54	27	average	58	-1	0	2012-03-23 00:00:00	7	2	200	0	16940	16740	private	sunny	12.0	24.73
29	Hradec Králové	15.8353464	50.2100194	male	CR	228	2	60	100	93	high	97	0	0	2012-03-23 00:00:00	1	2	0	0	2420	2420	private	sunny	12.0	24.73
24	Budweis	14.4757883	48.9763169	male	CR	229	3	21	88	84	high	100	0	0	2012-03-23 00:00:00	1	3	0	0	3630	3630	private	sunny	12.0	24.73
67	Ostrava	18.2825511	49.8341497	male	CR	230	28	53	96	81	high	74	-1	0	2012-03-23 00:00:00	7	4	200	0	33880	33680	private	sunny	12.0	24.73
55	Budweis	14.4757883	48.9763169	female	CR	231	1	3	40	40	low	22	0	0	2012-03-25 00:00:00	1	1	200	0	1210	1010	private	cloudy	-0.8	24.73
45	Budweis	14.4757883	48.9763169	male	CR	232	2	39	40	24	low	30	0	0	2012-03-25 00:00:00	1	2	200	0	2420	2220	private	cloudy	-0.8	24.73
51	Brno	16.6153758	49.1921808	male	CR	233	1	59	85	81	high	75	0	0	2012-03-25 00:00:00	1	1	200	0	1210	1010	private	cloudy	-0.8	24.73
29	Berlin	13.3908886	52.5176189	male	Germany	234	1	3	35	6	low	24	0	0	2012-03-25 00:00:00	1	1	200	0	1210	1010	private	cloudy	-0.8	24.73
19	Budweis	14.4757883	48.9763169	female	CR	235	1	48	30	31	low	39	0	0	2012-03-25 00:00:00	1	1	200	0	1210	1010	private	cloudy	-0.8	24.73
63	Liberec	15.0663036	50.7709239	male	CR	236	4	28	86	91	high	61	0	0	2012-03-25 00:00:00	1	4	200	0	4840	4640	private	cloudy	-0.8	24.73
29	Jihlava	15.5909008	49.3963828	female	CR	237	2	72	25	23	low	29	0	0	2012-03-26 00:00:00	1	2	0	0	2420	2420	business	cloudy	-2.3	24.64
33	München	11.5836375	48.1364669	male	Germany	238	4	36	57	43	average	46	0	0	2012-03-26 00:00:00	1	4	0	0	4840	4840	business	cloudy	-2.3	24.64
35	Budweis	14.4757883	48.9763169	female	CR	239	2	26	85	87	high	98	0	0	2012-03-30 00:00:00	1	2	0	0	2420	2420	private	sunny	-4.9	24.73
33	Košice	21.2543528	48.7160408	male	Slovakia	240	2	35	56	44	average	44	0	0	2012-03-30 00:00:00	1	2	0	0	2420	2420	private	sunny	-4.9	24.73
54	Linz	14.2862742	48.3066489	male	Austria	241	2	26	82	86	high	87	-1	0	2012-03-30 00:00:00	2	1	200	0	2420	2220	private	sunny	-4.9	24.73
77	München	11.5836375	48.1364669	female	Germany	242	4	56	85	95	high	86	-1	0	2012-03-30 00:00:00	2	2	200	0	4840	4640	private	sunny	-4.9	24.73
56	Linz	14.2862742	48.3066489	male	Austria	243	4	26	97	88	high	99	-1	0	2012-03-30 00:00:00	2	2	200	0	4840	4640	private	sunny	-4.9	24.73
26	Linz	14.2862742	48.3066489	female	Austria	244	4	27	86	90	high	74	-1	0	2012-03-30 00:00:00	2	2	200	0	4840	4640	private	sunny	-4.9	24.73
60	München	11.5836375	48.1364669	female	Germany	245	4	60	90	82	high	97	-1	0	2012-03-30 00:00:00	2	2	200	0	4840	4640	private	sunny	-4.9	24.73
54	Linz	14.2862742	48.3066489	male	Austria	246	4	58	98	99	high	99	-1	0	2012-03-30 00:00:00	2	2	200	0	4840	4640	private	sunny	-4.9	24.73
28	Budweis	14.4757883	48.9763169	female	CR	247	2	51	100	83	high	63	0	0	2012-03-30 00:00:00	1	2	0	0	2420	2420	private	sunny	-4.9	24.73
20	Linz	14.2862742	48.3066489	male	Austria	248	4	54	83	86	high	92	-1	0	2012-03-30 00:00:00	2	2	200	0	4840	4640	private	sunny	-4.9	24.73
25	Praha	14.4212806	50.0874967	male	CR	249	3	33	59	49	average	69	0	0	2012-04-02 00:00:00	1	3	0	0	3630	3630	business	cloudy	2.7	24.77
35	Košice	21.2543528	48.7160408	male	Slovakia	250	2	49	66	58	average	41	0	0	2012-04-06 00:00:00	1	2	0	0	2420	2420	private	cloudy	-1.6	24.63
48	Košice	21.2543528	48.7160408	male	Slovakia	251	2	46	68	57	average	70	0	0	2012-04-06 00:00:00	1	2	0	0	2420	2420	private	cloudy	-1.6	24.63
39	Linz	14.2862742	48.3066489	female	Austria	252	8	49	68	59	average	71	-1	0	2012-04-06 00:00:00	2	4	200	0	9680	9480	private	cloudy	-1.6	24.63
51	Košice	21.2543528	48.7160408	female	Slovakia	253	4	52	50	35	average	48	0	0	2012-04-06 00:00:00	1	4	0	0	4840	4840	private	cloudy	-1.6	24.63
20	Košice	21.2543528	48.7160408	male	Slovakia	254	2	62	67	41	average	56	0	0	2012-04-06 00:00:00	1	2	0	0	2420	2420	private	cloudy	-1.6	24.63
36	Praha	14.4212806	50.0874967	male	CR	255	2	48	66	52	average	44	0	0	2012-04-06 00:00:00	1	2	0	0	2420	2420	private	cloudy	-1.6	24.63
82	Katovice	19.0241283	50.2592108	male	Poland	256	8	37	28	30	low	23	-1	0	2012-04-07 00:00:00	2	4	200	0	9680	9480	private	rain/snow	0.1	24.63
21	Jihlava	15.5909008	49.3963828	male	CR	257	4	3	38	29	low	15	-1	0	2012-04-07 00:00:00	2	2	200	0	4840	4640	private	rain/snow	0.1	24.63
70	Wien	16.3736767	48.2115631	female	Austria	258	4	45	21	7	low	26	-1	0	2012-04-07 00:00:00	2	2	200	0	4840	4640	private	rain/snow	0.1	24.63
34	Karlovy Vary	12.8690381	50.2311075	male	CR	259	8	46	22	21	low	32	-1	0	2012-04-07 00:00:00	2	4	200	0	9680	9480	private	rain/snow	0.1	24.63
25	Katovice	19.0241283	50.2592108	female	Poland	260	4	69	22	22	low	23	-1	0	2012-04-07 00:00:00	2	2	200	0	4840	4640	private	rain/snow	0.1	24.63
82	Katovice	19.0241283	50.2592108	female	Poland	261	6	40	36	6	low	38	-1	0	2012-04-07 00:00:00	2	3	200	0	7260	7060	private	rain/snow	0.1	24.63
65	Katovice	19.0241283	50.2592108	male	Poland	262	4	56	38	7	low	30	-1	0	2012-04-07 00:00:00	2	2	200	0	4840	4640	private	rain/snow	0.1	24.63
25	Wien	16.3736767	48.2115631	female	Austria	263	4	3	36	22	low	29	-1	0	2012-04-07 00:00:00	2	2	200	0	4840	4640	private	rain/snow	0.1	24.63
77	Gdaòsk	18.6560864	54.3482911	female	Poland	264	4	48	65	33	average	45	0	0	2012-04-11 00:00:00	1	4	0	0	4840	4840	private	sunny	-0.9	24.82
18	Linz	14.2862742	48.3066489	female	Austria	265	8	35	44	33	average	55	-1	0	2012-04-13 00:00:00	2	4	200	0	9680	9480	private	sunny	1.7	24.75
30	Linz	14.2862742	48.3066489	female	Austria	266	4	47	50	27	average	55	-1	0	2012-04-13 00:00:00	2	2	200	0	4840	4640	private	sunny	1.7	24.75
73	Salzburg	13.0475658	47.798095	female	Austria	267	4	69	21	24	low	27	-1	0	2012-04-13 00:00:00	2	2	200	0	4840	4640	private	sunny	1.7	24.75
64	Liberec	15.0663036	50.7709239	male	CR	268	4	3	37	14	low	23	-1	0	2012-04-13 00:00:00	2	2	200	0	4840	4640	private	sunny	1.7	24.75
19	Budweis	14.4757883	48.9763169	female	CR	269	8	69	22	8	low	28	-1	0	2012-04-13 00:00:00	2	4	200	0	9680	9480	private	sunny	1.7	24.75
79	Salzburg	13.0475658	47.798095	male	Austria	270	2	63	66	42	average	43	0	0	2012-04-13 00:00:00	1	2	0	0	2420	2420	private	sunny	1.7	24.75
76	Budweis	14.4757883	48.9763169	male	CR	271	4	55	23	38	low	26	-1	0	2012-04-13 00:00:00	2	2	200	0	4840	4640	private	sunny	1.7	24.75
70	Linz	14.2862742	48.3066489	male	Austria	272	4	49	91	82	high	89	-1	0	2012-04-13 00:00:00	2	2	200	0	4840	4640	private	sunny	1.7	24.75
29	Budweis	14.4757883	48.9763169	female	CR	273	4	4	27	16	low	22	-1	0	2012-04-13 00:00:00	2	2	200	0	4840	4640	private	sunny	1.7	24.75
82	Budweis	14.4757883	48.9763169	male	CR	274	4	40	22	40	low	26	-1	0	2012-04-13 00:00:00	2	2	200	0	4840	4640	private	sunny	1.7	24.75
65	Košice	21.2543528	48.7160408	male	Slovakia	275	2	57	50	35	average	45	0	0	2012-04-13 00:00:00	1	2	0	0	2420	2420	private	sunny	1.7	24.75
76	Linz	14.2862742	48.3066489	female	Austria	276	2	60	58	41	average	57	-1	0	2012-04-13 00:00:00	2	1	200	0	2420	2220	private	sunny	1.7	24.75
36	Budweis	14.4757883	48.9763169	male	CR	277	4	4	30	22	low	24	-1	0	2012-04-13 00:00:00	2	2	200	0	4840	4640	private	sunny	1.7	24.75
41	Linz	14.2862742	48.3066489	male	Austria	278	4	49	90	85	high	63	-1	0	2012-04-13 00:00:00	2	2	200	0	4840	4640	private	sunny	1.7	24.75
63	Liberec	15.0663036	50.7709239	female	CR	279	4	54	34	29	low	37	-1	0	2012-04-13 00:00:00	2	2	200	0	4840	4640	private	sunny	1.7	24.75
35	Linz	14.2862742	48.3066489	female	Austria	280	8	51	53	50	average	57	-1	0	2012-04-13 00:00:00	2	4	200	0	9680	9480	private	sunny	1.7	24.75
77	Linz	14.2862742	48.3066489	male	Austria	281	4	72	21	7	low	24	-1	0	2012-04-13 00:00:00	2	2	200	0	4840	4640	private	sunny	1.7	24.75
28	Linz	14.2862742	48.3066489	male	Austria	282	8	59	50	49	average	43	-1	0	2012-04-13 00:00:00	2	4	200	0	9680	9480	private	sunny	1.7	24.75
30	Košice	21.2543528	48.7160408	male	Slovakia	283	2	36	52	36	average	56	0	0	2012-04-13 00:00:00	1	2	0	0	2420	2420	private	sunny	1.7	24.75
34	Budweis	14.4757883	48.9763169	male	CR	284	4	2	38	37	low	14	-1	0	2012-04-13 00:00:00	2	2	200	0	4840	4640	private	sunny	1.7	24.75
36	Linz	14.2862742	48.3066489	female	Austria	285	8	51	60	44	average	48	-1	0	2012-04-13 00:00:00	2	4	200	0	9680	9480	private	sunny	1.7	24.75
24	Brno	16.6153758	49.1921808	male	CR	286	4	70	23	22	low	28	-1	0	2012-04-13 00:00:00	2	2	200	0	4840	4640	private	sunny	1.7	24.75
66	Salzburg	13.0475658	47.798095	male	Austria	287	8	62	44	41	average	41	-1	0	2012-04-13 00:00:00	2	4	200	0	9680	9480	private	sunny	1.7	24.75
73	Košice	21.2543528	48.7160408	male	Slovakia	288	2	62	51	58	average	59	0	0	2012-04-13 00:00:00	1	2	0	0	2420	2420	private	sunny	1.7	24.75
48	Budweis	14.4757883	48.9763169	female	CR	289	4	1	30	6	low	39	-1	0	2012-04-13 00:00:00	2	2	200	0	4840	4640	private	sunny	1.7	24.75
58	Katovice	19.0241283	50.2592108	male	Poland	290	4	47	29	30	low	30	-1	0	2012-04-14 00:00:00	2	2	200	0	4840	4640	private	cloudy	-0.9	24.75
32	Katovice	19.0241283	50.2592108	male	Poland	291	2	1	25	37	low	15	-1	0	2012-04-14 00:00:00	2	1	200	0	2420	2220	private	cloudy	-0.9	24.75
58	Wien	16.3736767	48.2115631	female	Austria	292	4	34	59	34	average	69	0	0	2012-04-15 00:00:00	1	4	200	0	4840	4640	private	cloudy	1.4	24.75
19	Gdaòsk	18.6560864	54.3482911	female	Poland	293	4	64	54	36	average	48	0	0	2012-04-18 00:00:00	1	4	0	0	4840	4840	private	cloudy	2.1	24.81
50	Gdaòsk	18.6560864	54.3482911	female	Poland	294	4	60	53	44	average	72	0	0	2012-04-18 00:00:00	1	4	0	0	4840	4840	private	cloudy	2.1	24.81
54	Gdaòsk	18.6560864	54.3482911	female	Poland	295	4	47	41	51	average	53	0	0	2012-04-18 00:00:00	1	4	0	0	4840	4840	private	cloudy	2.1	24.81
32	Salzburg	13.0475658	47.798095	male	Austria	296	1	64	49	34	average	42	0	0	2012-04-18 00:00:00	1	1	0	0	1210	1210	private	cloudy	2.1	24.81
24	Gdaòsk	18.6560864	54.3482911	male	Poland	297	4	46	66	50	average	55	0	0	2012-04-18 00:00:00	1	4	0	0	4840	4840	private	cloudy	2.1	24.81
20	Hradec Králové	15.8353464	50.2100194	male	CR	298	4	48	68	59	average	44	0	0	2012-04-18 00:00:00	1	4	0	0	4840	4840	private	cloudy	2.1	24.81
59	Gdaòsk	18.6560864	54.3482911	female	Poland	299	4	59	59	57	average	54	0	0	2012-04-18 00:00:00	1	4	0	0	4840	4840	private	cloudy	2.1	24.81
31	Liberec	15.0663036	50.7709239	female	CR	300	2	4	27	8	low	38	-1	0	2012-04-20 00:00:00	2	1	200	0	2420	2220	private	rain/snow	1.9	24.91
70	Liberec	15.0663036	50.7709239	male	CR	301	8	39	23	8	low	27	-1	0	2012-04-20 00:00:00	2	4	200	0	9680	9480	private	rain/snow	1.9	24.91
81	Liberec	15.0663036	50.7709239	male	CR	302	8	72	30	7	low	28	-1	0	2012-04-20 00:00:00	2	4	200	0	9680	9480	private	rain/snow	1.9	24.91
58	München	11.5836375	48.1364669	female	Germany	303	4	35	51	27	average	43	-1	0	2012-04-20 00:00:00	2	2	200	0	4840	4640	private	rain/snow	1.9	24.91
24	Salzburg	13.0475658	47.798095	female	Austria	304	8	40	25	23	low	38	-1	0	2012-04-20 00:00:00	2	4	200	0	9680	9480	private	rain/snow	1.9	24.91
65	Liberec	15.0663036	50.7709239	female	CR	305	6	49	68	28	average	55	-1	0	2012-04-20 00:00:00	2	3	200	0	7260	7060	private	rain/snow	1.9	24.91
30	Wien	16.3736767	48.2115631	male	Austria	306	8	72	37	37	low	29	-1	0	2012-04-20 00:00:00	2	4	200	0	9680	9480	private	rain/snow	1.9	24.91
73	Wien	16.3736767	48.2115631	male	Austria	307	1	50	66	51	average	43	0	0	2012-04-22 00:00:00	1	1	200	0	1210	1010	private	cloudy	9.7	24.91
58	Salzburg	13.0475658	47.798095	male	Austria	308	4	51	68	27	average	46	0	0	2012-04-22 00:00:00	1	4	200	0	4840	4640	private	cloudy	9.7	24.91
80	München	11.5836375	48.1364669	female	Germany	309	4	61	53	57	average	70	0	0	2012-04-22 00:00:00	1	4	200	0	4840	4640	private	cloudy	9.7	24.91
76	Wien	16.3736767	48.2115631	male	Austria	310	4	64	51	49	average	69	0	0	2012-04-22 00:00:00	1	4	200	0	4840	4640	private	cloudy	9.7	24.91
65	Wien	16.3736767	48.2115631	male	Austria	311	4	62	55	49	average	54	0	0	2012-04-22 00:00:00	1	4	200	0	4840	4640	private	cloudy	9.7	24.91
65	München	11.5836375	48.1364669	female	Germany	312	4	33	56	52	average	60	0	0	2012-04-22 00:00:00	1	4	200	0	4840	4640	private	cloudy	9.7	24.91
82	Pardubice	15.780415	50.0409775	male	CR	313	4	46	50	36	average	48	0	0	2012-04-22 00:00:00	1	4	200	0	4840	4640	private	cloudy	9.7	24.91
31	Katovice	19.0241283	50.2592108	male	Poland	314	2	50	42	42	average	41	0	0	2012-04-22 00:00:00	1	2	200	0	2420	2220	private	cloudy	9.7	24.91
41	Wien	16.3736767	48.2115631	male	Austria	315	4	60	44	25	average	46	0	0	2012-04-22 00:00:00	1	4	200	0	4840	4640	private	cloudy	9.7	24.91
39	Gdaòsk	18.6560864	54.3482911	male	Poland	316	1	62	55	43	average	54	0	0	2012-04-25 00:00:00	1	1	0	0	1210	1210	private	cloudy	0.5	24.81
39	Gdaòsk	18.6560864	54.3482911	female	Poland	317	4	59	43	43	average	57	0	0	2012-04-25 00:00:00	1	4	0	0	4840	4840	private	cloudy	0.5	24.81
50	Brno	16.6153758	49.1921808	male	CR	318	3	51	66	52	average	46	0	0	2012-04-26 00:00:00	1	3	0	0	3630	3630	private	sunny	5.7	24.75
43	Salzburg	13.0475658	47.798095	male	Austria	319	8	46	57	52	average	70	-1	0	2012-04-27 00:00:00	2	4	200	0	9680	9480	private	cloudy	10.7	24.87
20	Bratislava	17.1097606	48.1547933	female	Slovakia	320	6	51	52	51	average	71	-1	0	2012-04-27 00:00:00	2	3	200	0	7260	7060	private	cloudy	10.7	24.87
